VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee,pickup_dt
1,2025-02-01 15:47:10,2025-02-01 16:22:18,1.0,10.0,1.0,N,138,230,1,44.3,10.0,0.5,5.0,6.94,1.0,67.74,2.5,1.75,0.75,2025-02-01 15:47:10
1,2025-02-01 21:25:06,2025-02-01 21:39:14,1.0,3.7,1.0,N,138,260,1,17.0,7.75,0.5,3.93,0.0,1.0,30.18,0.0,1.75,0.0,2025-02-01 21:25:06
2,2025-02-01 19:53:47,2025-02-01 20:49:26,2.0,20.02,2.0,N,132,87,1,70.0,0.0,0.5,5.0,0.0,1.0,81.5,2.5,1.75,0.75,2025-02-01 19:53:47
2,2025-02-01 19:19:02,2025-02-01 19:41:10,1.0,10.5,1.0,N,132,39,2,41.5,0.0,0.5,0.0,0.0,1.0,44.75,0.0,1.75,0.0,2025-02-01 19:19:02
2,2025-02-01 15:56:53,2025-02-01 16:57:46,1.0,20.64,2.0,N,132,261,1,70.0,0.0,0.5,20.42,6.94,1.0,103.86,2.5,1.75,0.75,2025-02-01 15:56:53
2,2025-02-01 13:09:17,2025-02-01 13:53:26,1.0,17.01,2.0,N,186,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75,2025-02-01 13:09:17
2,2025-02-01 19:37:59,2025-02-01 20:26:04,1.0,17.79,2.0,N,132,48,2,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75,2025-02-01 19:37:59
2,2025-02-01 17:43:16,2025-02-01 18:27:53,2.0,16.96,2.0,N,237,132,1,70.0,0.0,0.5,10.0,0.0,1.0,84.0,2.5,0.0,0.0,2025-02-01 17:43:16
2,2025-02-01 21:47:05,2025-02-01 22:41:54,2.0,18.82,2.0,N,132,163,2,70.0,0.0,0.5,0.0,0.0,1.0,76.5,2.5,1.75,0.75,2025-02-01 21:47:05
2,2025-02-01 23:15:04,2025-02-01 23:49:47,1.0,21.43,1.0,N,132,67,2,80.0,1.0,0.5,0.0,0.0,1.0,84.25,0.0,1.75,0.0,2025-02-01 23:15:04
2,2025-02-01 13:42:14,2025-02-01 14:19:58,1.0,10.53,1.0,N,138,230,1,49.2,5.0,0.5,13.18,6.94,1.0,80.82,2.5,1.75,0.75,2025-02-01 13:42:14
2,2025-02-01 23:48:01,2025-02-02 00:13:10,1.0,9.57,1.0,N,138,239,1,41.5,6.0,0.5,11.69,6.94,1.0,71.88,2.5,1.75,0.0,2025-02-01 23:48:01
1,2025-02-01 21:59:57,2025-02-01 22:04:15,3.0,1.5,1.0,N,138,138,1,8.6,7.75,0.5,3.55,0.0,1.0,21.4,0.0,1.75,0.0,2025-02-01 21:59:57
2,2025-02-01 21:26:48,2025-02-01 22:13:30,1.0,18.08,2.0,N,132,113,1,70.0,0.0,0.5,7.0,6.94,1.0,90.44,2.5,1.75,0.75,2025-02-01 21:26:48
2,2025-02-01 21:03:35,2025-02-01 21:46:55,1.0,17.8,2.0,N,132,79,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-01 21:03:35
2,2025-02-01 12:23:05,2025-02-01 13:05:50,2.0,8.42,1.0,N,138,230,1,44.3,5.0,0.5,10.0,6.94,1.0,71.99,2.5,1.75,0.0,2025-02-01 12:23:05
2,2025-02-01 12:35:15,2025-02-01 13:29:04,2.0,11.22,1.0,N,138,164,2,63.2,5.0,0.5,0.0,6.94,1.0,81.64,2.5,1.75,0.75,2025-02-01 12:35:15
2,2025-02-01 07:18:30,2025-02-01 07:51:12,1.0,18.1,2.0,N,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75,2025-02-01 07:18:30
2,2025-02-01 15:49:10,2025-02-01 16:50:05,1.0,26.43,1.0,N,132,25,1,102.4,0.0,0.5,19.02,0.0,1.0,124.67,0.0,1.75,0.0,2025-02-01 15:49:10
2,2025-02-01 09:37:20,2025-02-01 10:14:21,1.0,17.12,2.0,N,132,162,1,70.0,0.0,0.5,14.95,0.0,1.0,91.45,2.5,1.75,0.75,2025-02-01 09:37:20
2,2025-02-01 15:22:39,2025-02-01 16:11:31,1.0,17.87,2.0,N,132,148,1,70.0,0.0,0.5,14.95,0.0,1.0,91.45,2.5,1.75,0.75,2025-02-01 15:22:39
2,2025-02-01 19:56:12,2025-02-01 20:09:41,1.0,4.94,1.0,N,132,216,4,-21.2,0.0,-0.5,0.0,0.0,-1.0,-24.45,0.0,-1.75,0.0,2025-02-01 19:56:12
2,2025-02-01 17:52:21,2025-02-01 18:13:17,5.0,8.82,1.0,N,138,140,1,36.6,5.0,0.5,9.47,0.0,1.0,56.82,2.5,1.75,0.0,2025-02-01 17:52:21
2,2025-02-01 07:48:16,2025-02-01 08:33:53,1.0,21.21,1.0,N,132,161,2,-84.9,0.0,-0.5,0.0,0.0,-1.0,-91.4,-2.5,-1.75,-0.75,2025-02-01 07:48:16
2,2025-02-01 10:23:18,2025-02-01 10:46:34,2.0,10.76,1.0,N,138,137,1,42.2,5.0,0.5,4.85,6.94,1.0,65.49,2.5,1.75,0.75,2025-02-01 10:23:18
2,2025-02-01 08:56:27,2025-02-01 09:13:48,1.0,8.17,1.0,N,263,138,1,32.4,5.0,0.5,9.67,6.94,1.0,58.01,2.5,0.0,0.0,2025-02-01 08:56:27
1,2025-02-01 18:03:48,2025-02-01 19:04:51,1.0,19.2,2.0,N,132,68,1,70.0,5.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-01 18:03:48
2,2025-02-01 13:24:26,2025-02-01 13:55:53,1.0,15.13,1.0,N,132,226,1,58.3,0.0,0.5,14.95,0.0,1.0,76.5,0.0,1.75,0.0,2025-02-01 13:24:26
1,2025-02-01 19:50:32,2025-02-01 20:17:43,1.0,10.5,1.0,N,138,243,1,43.6,6.75,0.5,15.0,6.94,1.0,73.79,0.0,1.75,0.0,2025-02-01 19:50:32
2,2025-02-01 16:11:58,2025-02-01 17:29:09,1.0,22.04,2.0,N,132,13,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-01 16:11:58
2,2025-02-01 00:17:13,2025-02-01 00:53:55,1.0,18.43,2.0,N,132,230,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-01 00:17:13
2,2025-02-01 12:10:42,2025-02-01 12:37:33,1.0,9.56,1.0,N,138,90,1,42.2,5.0,0.5,14.72,6.94,1.0,75.36,2.5,1.75,0.75,2025-02-01 12:10:42
2,2025-02-01 09:54:02,2025-02-01 10:18:35,1.0,12.36,5.0,N,138,40,1,65.0,5.0,0.0,14.7,0.0,1.0,89.95,2.5,1.75,0.0,2025-02-01 09:54:02
2,2025-02-01 14:22:10,2025-02-01 15:04:33,1.0,17.4,2.0,N,132,229,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-01 14:22:10
2,2025-02-01 17:38:44,2025-02-01 18:13:12,1.0,17.44,1.0,N,230,138,1,66.7,5.0,0.5,8.34,6.94,1.0,91.73,2.5,0.0,0.75,2025-02-01 17:38:44
2,2025-02-01 13:51:13,2025-02-01 14:19:43,1.0,10.79,1.0,N,68,138,1,46.4,5.0,0.5,18.0,6.94,1.0,81.09,2.5,0.0,0.75,2025-02-01 13:51:13
2,2025-02-01 14:01:27,2025-02-01 14:31:12,4.0,14.82,2.0,N,170,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75,2025-02-01 14:01:27
1,2025-02-01 15:14:47,2025-02-01 15:40:04,1.0,11.4,1.0,N,138,132,1,44.3,6.75,0.5,5.25,0.0,1.0,57.8,0.0,1.75,0.0,2025-02-01 15:14:47
2,2025-02-01 14:04:23,2025-02-01 14:36:36,2.0,11.52,1.0,N,138,163,1,49.2,5.0,0.5,13.18,6.94,1.0,80.82,2.5,1.75,0.75,2025-02-01 14:04:23
1,2025-02-01 15:58:28,2025-02-01 16:31:36,0.0,9.1,1.0,N,68,138,1,42.9,8.25,0.5,10.5,0.0,1.0,63.15,2.5,0.0,0.75,2025-02-01 15:58:28
2,2025-02-01 18:37:27,2025-02-01 19:26:48,1.0,15.43,1.0,N,132,225,1,66.0,0.0,0.5,13.5,0.0,1.0,82.75,0.0,1.75,0.0,2025-02-01 18:37:27
2,2025-02-01 13:35:49,2025-02-01 13:58:20,1.0,9.02,1.0,N,138,164,1,38.7,5.0,0.5,11.08,6.94,1.0,68.22,2.5,1.75,0.75,2025-02-01 13:35:49
2,2025-02-01 19:12:39,2025-02-01 20:02:22,2.0,17.33,2.0,N,132,144,1,70.0,0.0,0.5,0.0,0.0,1.0,76.5,2.5,1.75,0.75,2025-02-01 19:12:39
2,2025-02-01 22:46:26,2025-02-01 23:04:28,1.0,10.44,1.0,N,132,82,2,40.1,1.0,0.5,0.0,0.0,1.0,44.35,0.0,1.75,0.0,2025-02-01 22:46:26
2,2025-02-01 19:43:44,2025-02-01 20:05:26,2.0,12.15,5.0,N,226,132,1,87.0,0.0,0.0,17.6,0.0,1.0,105.6,0.0,0.0,0.0,2025-02-01 19:43:44
2,2025-02-01 17:48:57,2025-02-01 18:11:29,1.0,8.52,3.0,N,138,236,1,55.9,5.0,0.0,13.92,6.94,1.0,85.26,0.0,1.75,0.75,2025-02-01 17:48:57
1,2025-02-01 20:36:32,2025-02-01 21:35:57,1.0,21.3,2.0,N,132,209,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75,2025-02-01 20:36:32
2,2025-02-01 04:52:00,2025-02-01 05:09:16,1.0,11.88,1.0,N,230,138,1,45.0,6.0,0.5,12.54,6.94,1.0,75.23,2.5,0.0,0.75,2025-02-01 04:52:00
1,2025-02-01 20:32:50,2025-02-01 21:23:37,1.0,17.4,2.0,N,132,164,1,70.0,5.0,0.5,16.7,6.94,1.0,100.14,2.5,1.75,0.75,2025-02-01 20:32:50
2,2025-02-01 22:54:13,2025-02-01 23:31:57,1.0,17.17,2.0,N,132,68,1,70.0,0.0,0.5,10.0,6.94,1.0,93.44,2.5,1.75,0.75,2025-02-01 22:54:13
1,2025-02-01 17:02:33,2025-02-01 17:17:22,1.0,6.9,1.0,N,138,121,2,27.5,6.75,0.5,0.0,0.0,1.0,35.75,0.0,1.75,0.0,2025-02-01 17:02:33
2,2025-02-01 07:39:55,2025-02-01 08:07:05,1.0,18.87,1.0,N,132,255,1,70.2,0.0,0.5,14.34,0.0,1.0,87.79,0.0,1.75,0.0,2025-02-01 07:39:55
2,2025-02-01 15:02:23,2025-02-01 15:44:03,2.0,12.72,1.0,N,138,163,4,-57.6,-5.0,-0.5,0.0,-6.94,-1.0,-76.04,-2.5,-1.75,-0.75,2025-02-01 15:02:23
2,2025-02-01 18:05:22,2025-02-01 18:49:44,1.0,14.25,2.0,N,132,37,1,70.0,0.0,0.5,13.18,0.0,1.0,86.43,0.0,1.75,0.0,2025-02-01 18:05:22
2,2025-02-01 19:41:20,2025-02-01 20:17:47,2.0,22.7,1.0,N,132,147,2,84.9,0.0,0.5,0.0,6.94,1.0,95.09,0.0,1.75,0.0,2025-02-01 19:41:20
1,2025-02-01 16:49:07,2025-02-01 17:09:40,1.0,8.1,1.0,N,138,262,3,32.4,9.25,0.5,0.0,6.94,1.0,50.09,2.5,1.75,0.0,2025-02-01 16:49:07
2,2025-02-01 22:52:19,2025-02-01 23:01:53,2.0,4.67,1.0,N,132,10,1,19.1,1.0,0.5,4.82,0.0,1.0,30.67,2.5,1.75,0.0,2025-02-01 22:52:19
2,2025-02-01 20:30:34,2025-02-01 21:16:40,1.0,19.74,2.0,N,132,238,1,70.0,0.0,0.5,15.69,6.94,1.0,95.88,0.0,1.75,0.0,2025-02-01 20:30:34
2,2025-02-01 09:00:47,2025-02-01 09:30:59,,18.94,,,238,132,0,67.17,0.0,0.5,15.12,6.94,1.0,90.73,,,0.0,2025-02-01 09:00:47
2,2025-02-01 01:20:40,2025-02-01 01:57:07,2.0,12.88,1.0,N,132,97,2,54.1,1.0,0.5,0.0,0.0,1.0,58.35,0.0,1.75,0.0,2025-02-01 01:20:40
2,2025-02-01 22:52:32,2025-02-01 23:32:35,1.0,17.97,2.0,N,132,141,1,70.0,0.0,0.5,7.65,0.0,1.0,84.15,2.5,1.75,0.75,2025-02-01 22:52:32
2,2025-02-01 14:04:11,2025-02-01 14:47:43,1.0,18.05,2.0,N,163,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75,2025-02-01 14:04:11
2,2025-02-01 21:22:47,2025-02-01 22:03:04,1.0,17.91,2.0,N,132,161,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-01 21:22:47
2,2025-02-01 11:56:59,2025-02-01 12:22:45,1.0,10.54,1.0,N,138,229,1,43.6,5.0,0.5,5.0,6.94,1.0,67.04,2.5,1.75,0.75,2025-02-01 11:56:59
2,2025-02-01 20:48:37,2025-02-01 21:30:41,1.0,17.71,2.0,N,132,164,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-01 20:48:37
2,2025-02-01 14:41:52,2025-02-01 15:27:42,1.0,17.61,2.0,N,132,100,1,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75,2025-02-01 14:41:52
2,2025-02-01 15:14:13,2025-02-01 16:13:36,1.0,21.03,2.0,N,132,87,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75,2025-02-01 15:14:13
2,2025-02-01 21:55:35,2025-02-01 22:23:30,1.0,13.71,1.0,N,132,175,1,52.7,1.0,0.5,14.24,0.0,1.0,71.19,0.0,1.75,0.0,2025-02-01 21:55:35
2,2025-02-01 21:29:23,2025-02-01 22:04:42,1.0,11.06,1.0,N,138,181,1,48.5,6.0,0.5,14.0,0.0,1.0,71.75,0.0,1.75,0.0,2025-02-01 21:29:23
2,2025-02-01 15:17:09,2025-02-01 15:45:32,1.0,7.61,1.0,N,132,180,2,36.6,0.0,0.5,0.0,0.0,1.0,43.1,2.5,1.75,0.75,2025-02-01 15:17:09
2,2025-02-01 18:34:11,2025-02-01 18:56:19,1.0,11.28,1.0,N,138,64,2,44.3,5.0,0.5,0.0,0.0,1.0,52.55,0.0,1.75,0.0,2025-02-01 18:34:11
2,2025-02-01 16:06:58,2025-02-01 17:15:42,1.0,12.25,1.0,N,132,97,1,68.1,0.0,0.5,13.92,0.0,1.0,85.27,0.0,1.75,0.0,2025-02-01 16:06:58
2,2025-02-01 23:09:52,2025-02-01 23:46:45,1.0,19.24,1.0,N,132,168,2,73.0,1.0,0.5,0.0,6.94,1.0,84.19,0.0,1.75,0.0,2025-02-01 23:09:52
2,2025-02-01 11:04:29,2025-02-01 11:20:35,1.0,8.83,1.0,N,138,42,1,34.5,5.0,0.5,9.94,6.94,1.0,59.63,0.0,1.75,0.0,2025-02-01 11:04:29
2,2025-02-01 21:28:36,2025-02-01 21:55:05,1.0,11.21,1.0,N,138,163,1,47.1,6.0,0.5,13.31,6.94,1.0,79.85,2.5,1.75,0.75,2025-02-01 21:28:36
2,2025-02-01 16:34:12,2025-02-01 16:51:04,2.0,9.15,5.0,N,138,64,1,68.8,5.0,0.0,14.96,0.0,1.0,91.51,0.0,1.75,0.0,2025-02-01 16:34:12
2,2025-02-01 10:43:47,2025-02-01 11:15:32,,18.47,,,113,132,0,62.68,0.0,0.5,13.49,0.0,1.0,80.92,,,0.75,2025-02-01 10:43:47
2,2025-02-01 11:09:46,2025-02-01 11:30:00,1.0,12.7,1.0,N,138,132,1,47.1,5.0,0.5,10.72,0.0,1.0,66.07,0.0,1.75,0.0,2025-02-01 11:09:46
2,2025-02-01 00:19:52,2025-02-01 00:39:41,1.0,10.11,1.0,N,132,19,1,40.8,1.0,0.5,8.66,0.0,1.0,53.71,0.0,1.75,0.0,2025-02-01 00:19:52
2,2025-02-01 21:46:03,2025-02-01 22:18:58,1.0,12.71,1.0,N,138,4,1,52.7,6.0,0.5,14.08,6.94,1.0,86.22,2.5,1.75,0.75,2025-02-01 21:46:03
2,2025-02-01 17:01:08,2025-02-01 17:26:58,1.0,11.16,1.0,N,161,138,1,45.0,5.0,0.5,7.0,6.94,1.0,68.69,2.5,0.0,0.75,2025-02-01 17:01:08
2,2025-02-01 08:42:12,2025-02-01 09:08:52,1.0,8.45,1.0,N,132,258,2,36.6,0.0,0.5,0.0,0.0,1.0,39.85,0.0,1.75,0.0,2025-02-01 08:42:12
2,2025-02-01 15:35:16,2025-02-01 16:27:38,2.0,18.66,2.0,N,132,45,1,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75,2025-02-01 15:35:16
2,2025-02-01 18:41:51,2025-02-01 19:06:53,2.0,8.37,1.0,N,138,236,1,37.3,5.0,0.5,15.97,6.94,1.0,70.96,2.5,1.75,0.0,2025-02-01 18:41:51
1,2025-02-01 15:22:01,2025-02-01 15:49:09,1.0,8.8,1.0,N,138,79,2,37.3,10.0,0.5,0.0,6.94,1.0,55.74,2.5,1.75,0.75,2025-02-01 15:22:01
2,2025-02-01 17:49:41,2025-02-01 18:30:58,2.0,9.66,1.0,N,138,25,1,45.7,5.0,0.5,10.44,0.0,1.0,64.39,0.0,1.75,0.0,2025-02-01 17:49:41
1,2025-02-01 21:09:25,2025-02-01 21:32:55,1.0,11.6,1.0,N,132,70,1,45.0,2.75,0.5,9.85,0.0,1.0,59.1,0.0,1.75,0.0,2025-02-01 21:09:25
2,2025-02-01 06:35:25,2025-02-01 06:48:26,1.0,5.53,1.0,N,132,197,1,23.3,0.0,0.5,4.96,0.0,1.0,31.51,0.0,1.75,0.0,2025-02-01 06:35:25
1,2025-02-01 19:12:56,2025-02-01 19:51:18,1.0,9.1,1.0,N,138,186,1,47.8,10.0,0.5,13.2,6.94,1.0,79.44,2.5,1.75,0.75,2025-02-01 19:12:56
2,2025-02-01 20:39:48,2025-02-01 21:02:23,2.0,11.46,1.0,N,132,131,2,44.3,1.0,0.5,0.0,0.0,1.0,48.55,0.0,1.75,0.0,2025-02-01 20:39:48
2,2025-02-01 05:38:59,2025-02-01 05:52:23,,8.34,,,75,138,0,34.71,0.0,0.5,6.47,6.94,1.0,49.62,,,0.0,2025-02-01 05:38:59
2,2025-02-01 16:03:29,2025-02-01 16:32:11,1.0,10.89,1.0,N,132,138,1,43.6,5.0,0.5,10.02,0.0,1.0,61.87,0.0,1.75,0.0,2025-02-01 16:03:29
2,2025-02-01 14:12:23,2025-02-01 15:00:42,2.0,16.3,1.0,N,132,17,1,68.1,0.0,0.5,13.92,0.0,1.0,85.27,0.0,1.75,0.0,2025-02-01 14:12:23
2,2025-02-01 15:47:30,2025-02-01 16:15:42,1.0,8.69,1.0,N,138,237,1,38.7,5.0,0.5,9.69,0.0,1.0,59.89,2.5,1.75,0.75,2025-02-01 15:47:30
1,2025-02-01 19:54:12,2025-02-01 20:44:57,1.0,15.8,1.0,N,132,89,1,66.0,1.75,0.5,13.85,0.0,1.0,83.1,0.0,1.75,0.0,2025-02-01 19:54:12
2,2025-02-01 17:15:49,2025-02-01 17:39:17,1.0,9.39,1.0,N,132,265,1,40.1,0.0,0.5,10.4,0.0,1.0,53.75,0.0,1.75,0.0,2025-02-01 17:15:49
2,2025-02-01 12:20:26,2025-02-01 13:00:58,1.0,18.19,2.0,N,132,142,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75,0.0,2025-02-01 12:20:26
2,2025-02-01 20:17:09,2025-02-01 20:41:15,2.0,14.56,1.0,N,132,64,2,54.1,1.0,0.5,0.0,0.0,1.0,58.35,0.0,1.75,0.0,2025-02-01 20:17:09
2,2025-02-01 16:59:33,2025-02-01 16:59:39,1.0,0.0,5.0,N,132,132,1,85.33,0.0,0.0,18.65,6.94,1.0,113.67,0.0,1.75,0.0,2025-02-01 16:59:33
2,2025-02-01 19:24:48,2025-02-01 20:05:03,1.0,7.51,1.0,N,132,76,1,44.3,0.0,0.5,0.0,0.0,1.0,47.55,0.0,1.75,0.0,2025-02-01 19:24:48
2,2025-02-01 23:05:21,2025-02-01 23:41:34,1.0,18.61,1.0,N,132,65,1,70.9,1.0,0.5,14.68,0.0,1.0,89.83,0.0,1.75,0.0,2025-02-01 23:05:21
2,2025-02-01 19:43:22,2025-02-01 20:38:39,1.0,16.24,1.0,N,132,62,1,70.9,0.0,0.5,14.98,0.0,1.0,91.63,2.5,1.75,0.0,2025-02-01 19:43:22
1,2025-02-01 16:53:27,2025-02-01 17:44:48,1.0,18.2,2.0,N,132,263,1,70.0,4.25,0.5,16.55,6.94,1.0,99.24,2.5,1.75,0.0,2025-02-01 16:53:27
2,2025-02-01 06:47:23,2025-02-01 07:10:24,1.0,9.99,1.0,N,68,138,1,41.5,5.0,0.5,10.25,0.0,1.0,61.5,2.5,0.0,0.75,2025-02-01 06:47:23
